participant_id,slowdown,compensation,sector,dist_positions,dist_degrees,d_prime
5d1aab1fb8fd6c001834e939,12,12,left,3,30,-2.587830082794458
5d1aab1fb8fd6c001834e939,12,12,left,3,30,-0.21869551036282642
5d1aab1fb8fd6c001834e939,12,12,left,4,40,0.0
5d1aab1fb8fd6c001834e939,12,12,left,4,40,-2.587830082794458
5d1aab1fb8fd6c001834e939,12,12,center,1,10,-0.3899398474108323
5d1aab1fb8fd6c001834e939,12,12,center,1,10,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,1,10,0.4904000522618088
5d1aab1fb8fd6c001834e939,12,12,center,1,10,1.132695640151654
5d1aab1fb8fd6c001834e939,12,12,center,1,10,0.7266950006650084
5d1aab1fb8fd6c001834e939,12,12,center,1,10,0.4904000522618088
5d1aab1fb8fd6c001834e939,12,12,center,1,10,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,1,10,-0.1968226168315542
5d1aab1fb8fd6c001834e939,12,12,center,2,20,2.9760470118463846
5d1aab1fb8fd6c001834e939,12,12,center,2,20,2.7968510740466197
5d1aab1fb8fd6c001834e939,12,12,center,2,20,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,2,20,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,2,20,2.7968510740466197
5d1aab1fb8fd6c001834e939,12,12,center,2,20,2.9760470118463846
5d1aab1fb8fd6c001834e939,12,12,center,3,30,2.7968510740466197
5d1aab1fb8fd6c001834e939,12,12,center,3,30,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,3,30,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,3,30,2.7968510740466197
5d1aab1fb8fd6c001834e939,12,12,center,4,40,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,center,4,40,6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,right,1,10,0.5016217019452786
5d1aab1fb8fd6c001834e939,12,12,right,1,10,0.0
5d1aab1fb8fd6c001834e939,12,12,right,1,10,2.0226617822896715
5d1aab1fb8fd6c001834e939,12,12,right,1,10,0.0
5d1aab1fb8fd6c001834e939,12,12,right,1,10,-0.47585963017992616
5d1aab1fb8fd6c001834e939,12,12,right,1,10,-0.5016217019452786
5d1aab1fb8fd6c001834e939,12,12,right,1,10,0.0
5d1aab1fb8fd6c001834e939,12,12,right,1,10,-0.263202821357132
5d1aab1fb8fd6c001834e939,12,12,right,2,20,-0.2759319161347671
5d1aab1fb8fd6c001834e939,12,12,right,2,20,-0.263202821357132
5d1aab1fb8fd6c001834e939,12,12,right,2,20,0.0
5d1aab1fb8fd6c001834e939,12,12,right,2,20,0.0
5d1aab1fb8fd6c001834e939,12,12,right,2,20,0.0
5d1aab1fb8fd6c001834e939,12,12,right,2,20,-0.701464167077572
5d1aab1fb8fd6c001834e939,12,12,right,3,30,-0.47585963017992616
5d1aab1fb8fd6c001834e939,12,12,right,3,30,-6.180464612335626
5d1aab1fb8fd6c001834e939,12,12,right,3,30,0.0
5d1aab1fb8fd6c001834e939,12,12,right,3,30,2.52428348423495
5d1aab1fb8fd6c001834e939,12,12,right,4,40,0.0
5d1aab1fb8fd6c001834e939,12,12,right,4,40,0.0
5d7374ab99bf5b0018864719,12,1,left,1,10,-0.9864220406018918
5d7374ab99bf5b0018864719,12,1,left,1,10,0.0
5d7374ab99bf5b0018864719,12,1,left,1,10,-0.4255322509428049
5d7374ab99bf5b0018864719,12,1,left,1,10,0.0
5d7374ab99bf5b0018864719,12,1,left,1,10,-0.30387252195414793
5d7374ab99bf5b0018864719,12,1,left,1,10,0.0
5d7374ab99bf5b0018864719,12,1,left,1,10,0.0
5d7374ab99bf5b0018864719,12,1,left,1,10,-0.30387252195414793
5d7374ab99bf5b0018864719,12,1,left,2,20,0.0
5d7374ab99bf5b0018864719,12,1,left,2,20,0.0
5d7374ab99bf5b0018864719,12,1,left,2,20,-3.090232306167813
5d7374ab99bf5b0018864719,12,1,left,2,20,3.090232306167813
5d7374ab99bf5b0018864719,12,1,left,2,20,-0.42671986758155145
5d7374ab99bf5b0018864719,12,1,left,2,20,2.2985936984244386
5d7374ab99bf5b0018864719,12,1,left,3,30,0.42671986758155145
5d7374ab99bf5b0018864719,12,1,left,3,30,3.090232306167813
5d7374ab99bf5b0018864719,12,1,left,3,30,0.0
5d7374ab99bf5b0018864719,12,1,left,3,30,-0.7305923895356994
5d7374ab99bf5b0018864719,12,1,left,4,40,3.090232306167813
5d7374ab99bf5b0018864719,12,1,left,4,40,-3.090232306167813
5d7374ab99bf5b0018864719,12,1,center,1,10,0.0
5d7374ab99bf5b0018864719,12,1,center,1,10,0.0
5d7374ab99bf5b0018864719,12,1,center,1,10,0.4559306750609624
5d7374ab99bf5b0018864719,12,1,center,1,10,0.3172207208648735
5d7374ab99bf5b0018864719,12,1,center,1,10,-0.43993033197168663
5d7374ab99bf5b0018864719,12,1,center,1,10,-0.48249352672387913
5d7374ab99bf5b0018864719,12,1,center,1,10,0.0
5d7374ab99bf5b0018864719,12,1,center,1,10,-0.7571510528365601
5d7374ab99bf5b0018864719,12,1,center,2,20,0.4559306750609624
5d7374ab99bf5b0018864719,12,1,center,2,20,-0.43993033197168663
5d7374ab99bf5b0018864719,12,1,center,2,20,3.090232306167813
5d7374ab99bf5b0018864719,12,1,center,2,20,0.0
5d7374ab99bf5b0018864719,12,1,center,2,20,2.5658317934597727
5d7374ab99bf5b0018864719,12,1,center,2,20,0.20271189231531417
5d7374ab99bf5b0018864719,12,1,center,3,30,-0.43993033197168663
5d7374ab99bf5b0018864719,12,1,center,3,30,0.0
5d7374ab99bf5b0018864719,12,1,center,3,30,3.090232306167813
5d7374ab99bf5b0018864719,12,1,center,3,30,0.3172207208648735
5d7374ab99bf5b0018864719,12,1,center,4,40,0.0
5d7374ab99bf5b0018864719,12,1,center,4,40,3.090232306167813
5d7374ab99bf5b0018864719,12,1,right,1,10,0.0
5d7374ab99bf5b0018864719,12,1,right,1,10,0.0
5d7374ab99bf5b0018864719,12,1,right,1,10,-0.39837014790420644
5d7374ab99bf5b0018864719,12,1,right,1,10,-0.8317100164116327
5d7374ab99bf5b0018864719,12,1,right,1,10,0.30387252195414793
5d7374ab99bf5b0018864719,12,1,right,1,10,0.263202821357132
5d7374ab99bf5b0018864719,12,1,right,1,10,0.0
5d7374ab99bf5b0018864719,12,1,right,1,10,0.0
5d7374ab99bf5b0018864719,12,1,right,2,20,0.0
5d7374ab99bf5b0018864719,12,1,right,2,20,2.4856469595845763
5d7374ab99bf5b0018864719,12,1,right,2,20,0.0
5d7374ab99bf5b0018864719,12,1,right,2,20,0.0
5d7374ab99bf5b0018864719,12,1,right,2,20,-0.8317100164116327
5d7374ab99bf5b0018864719,12,1,right,2,20,0.0
5d7374ab99bf5b0018864719,12,1,right,3,30,0.0
5d7374ab99bf5b0018864719,12,1,right,3,30,-3.5209596054632706
5d7374ab99bf5b0018864719,12,1,right,3,30,0.0
5d7374ab99bf5b0018864719,12,1,right,3,30,1.9398829257918053
5d7374ab99bf5b0018864719,12,1,right,4,40,-2.659505006872356
5d7374ab99bf5b0018864719,12,1,right,4,40,-6.180464612335626
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.6615729692613385
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.48367134164953385
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.1857133390814123
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,left,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,left,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,left,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,left,2,20,0.2981474269577985
5ee93a8aa43b042d2529faec,20,1,left,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,left,2,20,0.39837014790420644
5ee93a8aa43b042d2529faec,20,1,left,2,20,-6.180464612335626
5ee93a8aa43b042d2529faec,20,1,left,3,30,0.0
5ee93a8aa43b042d2529faec,20,1,left,3,30,0.0
5ee93a8aa43b042d2529faec,20,1,left,3,30,0.14036692160360376
5ee93a8aa43b042d2529faec,20,1,left,3,30,0.6615729692613385
5ee93a8aa43b042d2529faec,20,1,left,4,40,0.0
5ee93a8aa43b042d2529faec,20,1,left,4,40,0.14036692160360376
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.9235176174965626
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,center,1,10,1.1403506053073196
5ee93a8aa43b042d2529faec,20,1,center,1,10,1.329518256983208
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.536694266806244
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.15413434744875093
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,center,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,center,2,20,0.3250907270293501
5ee93a8aa43b042d2529faec,20,1,center,2,20,2.659505006872356
5ee93a8aa43b042d2529faec,20,1,center,2,20,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,center,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,center,2,20,1.329518256983208
5ee93a8aa43b042d2529faec,20,1,center,2,20,0.5236423143315838
5ee93a8aa43b042d2529faec,20,1,center,3,30,0.536694266806244
5ee93a8aa43b042d2529faec,20,1,center,3,30,0.0
5ee93a8aa43b042d2529faec,20,1,center,3,30,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,center,3,30,0.6397573020864904
5ee93a8aa43b042d2529faec,20,1,center,4,40,0.0
5ee93a8aa43b042d2529faec,20,1,center,4,40,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.5016217019452786
5ee93a8aa43b042d2529faec,20,1,right,1,10,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,1,10,0.0
5ee93a8aa43b042d2529faec,20,1,right,2,20,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,right,2,20,0.5016217019452786
5ee93a8aa43b042d2529faec,20,1,right,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,right,2,20,-0.46530914877347485
5ee93a8aa43b042d2529faec,20,1,right,2,20,0.0
5ee93a8aa43b042d2529faec,20,1,right,2,20,3.090232306167813
5ee93a8aa43b042d2529faec,20,1,right,3,30,0.5016217019452786
5ee93a8aa43b042d2529faec,20,1,right,3,30,-0.46530914877347485
5ee93a8aa43b042d2529faec,20,1,right,3,30,0.0
5ee93a8aa43b042d2529faec,20,1,right,3,30,0.0
5ee93a8aa43b042d2529faec,20,1,right,4,40,-0.6454363476267302
5ee93a8aa43b042d2529faec,20,1,right,4,40,0.0
5ed6d87f29cbdf02278b378d,12,1,left,1,10,-0.43993033197168663
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.7942725742159568
5ed6d87f29cbdf02278b378d,12,1,left,1,10,-0.25582965106619243
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.7305923895356994
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,left,1,10,0.5016217019452786
5ed6d87f29cbdf02278b378d,12,1,left,2,20,2.4856469595845763
5ed6d87f29cbdf02278b378d,12,1,left,2,20,0.5016217019452786
5ed6d87f29cbdf02278b378d,12,1,left,2,20,1.2209924417975082
5ed6d87f29cbdf02278b378d,12,1,left,2,20,-6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,left,2,20,-0.7571510528365601
5ed6d87f29cbdf02278b378d,12,1,left,2,20,0.0
5ed6d87f29cbdf02278b378d,12,1,left,3,30,0.5016217019452786
5ed6d87f29cbdf02278b378d,12,1,left,3,30,0.0
5ed6d87f29cbdf02278b378d,12,1,left,3,30,0.7942725742159568
5ed6d87f29cbdf02278b378d,12,1,left,3,30,-0.7571510528365601
5ed6d87f29cbdf02278b378d,12,1,left,4,40,0.0
5ed6d87f29cbdf02278b378d,12,1,left,4,40,1.2209924417975082
5ed6d87f29cbdf02278b378d,12,1,center,1,10,-0.22029890504753274
5ed6d87f29cbdf02278b378d,12,1,center,1,10,-1.3981488653971588
5ed6d87f29cbdf02278b378d,12,1,center,1,10,2.659505006872356
5ed6d87f29cbdf02278b378d,12,1,center,1,10,0.536694266806244
5ed6d87f29cbdf02278b378d,12,1,center,1,10,4.157802830045955
5ed6d87f29cbdf02278b378d,12,1,center,1,10,0.6800443173413282
5ed6d87f29cbdf02278b378d,12,1,center,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,center,1,10,4.157802830045955
5ed6d87f29cbdf02278b378d,12,1,center,2,20,1.0703586467485673
5ed6d87f29cbdf02278b378d,12,1,center,2,20,4.157802830045955
5ed6d87f29cbdf02278b378d,12,1,center,2,20,0.0
5ed6d87f29cbdf02278b378d,12,1,center,2,20,0.0
5ed6d87f29cbdf02278b378d,12,1,center,2,20,2.659505006872356
5ed6d87f29cbdf02278b378d,12,1,center,2,20,-0.3470755653883284
5ed6d87f29cbdf02278b378d,12,1,center,3,30,2.1351410477562833
5ed6d87f29cbdf02278b378d,12,1,center,3,30,0.0
5ed6d87f29cbdf02278b378d,12,1,center,3,30,2.122810740066112
5ed6d87f29cbdf02278b378d,12,1,center,3,30,0.9522668278051813
5ed6d87f29cbdf02278b378d,12,1,center,4,40,0.0
5ed6d87f29cbdf02278b378d,12,1,center,4,40,2.122810740066112
5ed6d87f29cbdf02278b378d,12,1,right,1,10,-0.8317100164116327
5ed6d87f29cbdf02278b378d,12,1,right,1,10,-0.8317100164116327
5ed6d87f29cbdf02278b378d,12,1,right,1,10,3.090232306167813
5ed6d87f29cbdf02278b378d,12,1,right,1,10,0.383771163976538
5ed6d87f29cbdf02278b378d,12,1,right,1,10,6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,right,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,right,1,10,0.0
5ed6d87f29cbdf02278b378d,12,1,right,1,10,6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,right,2,20,3.090232306167813
5ed6d87f29cbdf02278b378d,12,1,right,2,20,6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,right,2,20,-0.263202821357132
5ed6d87f29cbdf02278b378d,12,1,right,2,20,-6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,right,2,20,0.383771163976538
5ed6d87f29cbdf02278b378d,12,1,right,2,20,3.090232306167813
5ed6d87f29cbdf02278b378d,12,1,right,3,30,6.180464612335626
5ed6d87f29cbdf02278b378d,12,1,right,3,30,0.0
5ed6d87f29cbdf02278b378d,12,1,right,3,30,-0.263202821357132
5ed6d87f29cbdf02278b378d,12,1,right,3,30,-0.8317100164116327
5ed6d87f29cbdf02278b378d,12,1,right,4,40,0.0
5ed6d87f29cbdf02278b378d,12,1,right,4,40,0.0
5d00dddfbd66ed0019622060,12,12,left,1,10,-1.2475828936708466
5d00dddfbd66ed0019622060,12,12,left,1,10,0.0
5d00dddfbd66ed0019622060,12,12,left,1,10,-0.5685071950545006
5d00dddfbd66ed0019622060,12,12,left,1,10,-0.5016217019452786
5d00dddfbd66ed0019622060,12,12,left,1,10,0.22568978581051147
5d00dddfbd66ed0019622060,12,12,left,1,10,0.64697398533367
5d00dddfbd66ed0019622060,12,12,left,1,10,-6.180464612335626
5d00dddfbd66ed0019622060,12,12,left,1,10,-0.38593645214015804
5d00dddfbd66ed0019622060,12,12,left,2,20,-0.21265680882279414
5d00dddfbd66ed0019622060,12,12,left,2,20,0.8992849707526592
5d00dddfbd66ed0019622060,12,12,left,2,20,0.0
5d00dddfbd66ed0019622060,12,12,left,2,20,0.0
5d00dddfbd66ed0019622060,12,12,left,2,20,2.0226617822896715
5d00dddfbd66ed0019622060,12,12,left,2,20,0.263202821357132
5d00dddfbd66ed0019622060,12,12,left,3,30,2.52428348423495
5d00dddfbd66ed0019622060,12,12,left,3,30,0.0
5d00dddfbd66ed0019622060,12,12,left,3,30,0.0
5d00dddfbd66ed0019622060,12,12,left,3,30,2.0226617822896715
5d00dddfbd66ed0019622060,12,12,left,4,40,0.0
5d00dddfbd66ed0019622060,12,12,left,4,40,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,-0.4559306750609624
5d00dddfbd66ed0019622060,12,12,center,1,10,-2.0226617822896715
5d00dddfbd66ed0019622060,12,12,center,1,10,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,0.0
5d00dddfbd66ed0019622060,12,12,center,1,10,-2.7241259493672434
5d00dddfbd66ed0019622060,12,12,center,2,20,0.2073772076649275
5d00dddfbd66ed0019622060,12,12,center,2,20,-2.2985936984244386
5d00dddfbd66ed0019622060,12,12,center,2,20,0.0
5d00dddfbd66ed0019622060,12,12,center,2,20,0.0
5d00dddfbd66ed0019622060,12,12,center,2,20,-1.0809300499654875
5d00dddfbd66ed0019622060,12,12,center,2,20,0.46530914877347485
5d00dddfbd66ed0019622060,12,12,center,3,30,-2.52428348423495
5d00dddfbd66ed0019622060,12,12,center,3,30,0.0
5d00dddfbd66ed0019622060,12,12,center,3,30,0.0
5d00dddfbd66ed0019622060,12,12,center,3,30,0.0
5d00dddfbd66ed0019622060,12,12,center,4,40,0.0
5d00dddfbd66ed0019622060,12,12,center,4,40,0.0
5d00dddfbd66ed0019622060,12,12,right,1,10,-3.5209596054632706
5d00dddfbd66ed0019622060,12,12,right,1,10,-3.090232306167813
5d00dddfbd66ed0019622060,12,12,right,1,10,0.16713148337683248
5d00dddfbd66ed0019622060,12,12,right,1,10,-2.3255226323814258
5d00dddfbd66ed0019622060,12,12,right,1,10,2.4157425559717316
5d00dddfbd66ed0019622060,12,12,right,1,10,0.0
5d00dddfbd66ed0019622060,12,12,right,1,10,6.180464612335626
5d00dddfbd66ed0019622060,12,12,right,1,10,0.0
5d00dddfbd66ed0019622060,12,12,right,2,20,0.9703638767553909
5d00dddfbd66ed0019622060,12,12,right,2,20,-0.35585038623170656
5d00dddfbd66ed0019622060,12,12,right,2,20,-3.090232306167813
5d00dddfbd66ed0019622060,12,12,right,2,20,6.180464612335626
5d00dddfbd66ed0019622060,12,12,right,2,20,-1.8695919573204636
5d00dddfbd66ed0019622060,12,12,right,2,20,0.0
5d00dddfbd66ed0019622060,12,12,right,3,30,0.47585963017992616
5d00dddfbd66ed0019622060,12,12,right,3,30,6.180464612335626
5d00dddfbd66ed0019622060,12,12,right,3,30,0.0
5d00dddfbd66ed0019622060,12,12,right,3,30,0.0
5d00dddfbd66ed0019622060,12,12,right,4,40,6.180464612335626
5d00dddfbd66ed0019622060,12,12,right,4,40,0.0
6009ded729d8400a50dd70e0,20,1,left,1,10,-0.21869551036282642
6009ded729d8400a50dd70e0,20,1,left,1,10,-0.3489449673302114
6009ded729d8400a50dd70e0,20,1,left,1,10,2.659505006872356
6009ded729d8400a50dd70e0,20,1,left,1,10,0.2691503830638714
6009ded729d8400a50dd70e0,20,1,left,1,10,0.0
6009ded729d8400a50dd70e0,20,1,left,1,10,2.659505006872356
6009ded729d8400a50dd70e0,20,1,left,1,10,0.0
6009ded729d8400a50dd70e0,20,1,left,1,10,0.0
6009ded729d8400a50dd70e0,20,1,left,2,20,0.0
6009ded729d8400a50dd70e0,20,1,left,2,20,0.0
6009ded729d8400a50dd70e0,20,1,left,2,20,-0.3489449673302114
6009ded729d8400a50dd70e0,20,1,left,2,20,0.0
6009ded729d8400a50dd70e0,20,1,left,2,20,0.6594647124711105
6009ded729d8400a50dd70e0,20,1,left,2,20,0.0
6009ded729d8400a50dd70e0,20,1,left,3,30,0.0
6009ded729d8400a50dd70e0,20,1,left,3,30,0.0
6009ded729d8400a50dd70e0,20,1,left,3,30,-0.6240144411012463
6009ded729d8400a50dd70e0,20,1,left,3,30,-0.41089393427745674
6009ded729d8400a50dd70e0,20,1,left,4,40,0.0
6009ded729d8400a50dd70e0,20,1,left,4,40,0.23837417402542305
6009ded729d8400a50dd70e0,20,1,center,1,10,0.0
6009ded729d8400a50dd70e0,20,1,center,1,10,0.0
6009ded729d8400a50dd70e0,20,1,center,1,10,6.180464612335626
6009ded729d8400a50dd70e0,20,1,center,1,10,-0.2710534095722409
6009ded729d8400a50dd70e0,20,1,center,1,10,0.8317100164116327
6009ded729d8400a50dd70e0,20,1,center,1,10,6.180464612335626
6009ded729d8400a50dd70e0,20,1,center,1,10,-0.2794205977637242
6009ded729d8400a50dd70e0,20,1,center,1,10,-0.31863936396437514
6009ded729d8400a50dd70e0,20,1,center,2,20,6.180464612335626
6009ded729d8400a50dd70e0,20,1,center,2,20,2.771592942203438
6009ded729d8400a50dd70e0,20,1,center,2,20,3.090232306167813
6009ded729d8400a50dd70e0,20,1,center,2,20,2.9505220072859513
6009ded729d8400a50dd70e0,20,1,center,2,20,2.5658317934597727
6009ded729d8400a50dd70e0,20,1,center,2,20,6.180464612335626
6009ded729d8400a50dd70e0,20,1,center,3,30,2.771592942203438
6009ded729d8400a50dd70e0,20,1,center,3,30,2.9505220072859513
6009ded729d8400a50dd70e0,20,1,center,3,30,3.090232306167813
6009ded729d8400a50dd70e0,20,1,center,3,30,2.5658317934597727
6009ded729d8400a50dd70e0,20,1,center,4,40,2.9505220072859513
6009ded729d8400a50dd70e0,20,1,center,4,40,3.090232306167813
6009ded729d8400a50dd70e0,20,1,right,1,10,0.0
6009ded729d8400a50dd70e0,20,1,right,1,10,0.0
6009ded729d8400a50dd70e0,20,1,right,1,10,0.0
6009ded729d8400a50dd70e0,20,1,right,1,10,0.0
6009ded729d8400a50dd70e0,20,1,right,1,10,0.708504376904557
6009ded729d8400a50dd70e0,20,1,right,1,10,0.0
6009ded729d8400a50dd70e0,20,1,right,1,10,0.12918436862500404
6009ded729d8400a50dd70e0,20,1,right,1,10,0.2929318159056197
6009ded729d8400a50dd70e0,20,1,right,2,20,0.0
6009ded729d8400a50dd70e0,20,1,right,2,20,0.0
6009ded729d8400a50dd70e0,20,1,right,2,20,0.0
6009ded729d8400a50dd70e0,20,1,right,2,20,-0.11714885754729287
