participant_id,slowdown,compensation,sector,dist_positions,dist_degrees,d_prime
5e585dd09fb4700726f31d43,12,6,right,1,10,0.0
5e585dd09fb4700726f31d43,12,6,right,1,10,-0.9674215661017014
5e585dd09fb4700726f31d43,12,6,right,1,10,0.0
5e585dd09fb4700726f31d43,12,6,right,1,10,-0.2073772076649275
5e585dd09fb4700726f31d43,12,6,right,1,10,2.122810740066112
5e585dd09fb4700726f31d43,12,6,right,1,10,0.0
5e585dd09fb4700726f31d43,12,6,right,1,10,-0.2073772076649275
5e585dd09fb4700726f31d43,12,6,right,2,20,0.0
5e585dd09fb4700726f31d43,12,6,right,2,20,0.6358269797145278
5e585dd09fb4700726f31d43,12,6,right,2,20,-0.5016217019452786
5e585dd09fb4700726f31d43,12,6,right,2,20,2.248611072594899
5e585dd09fb4700726f31d43,12,6,right,2,20,-0.5882741304371144
5e585dd09fb4700726f31d43,12,6,right,2,20,0.0
5e585dd09fb4700726f31d43,12,6,right,3,30,-0.38750440651818285
5e585dd09fb4700726f31d43,12,6,right,3,30,-0.5882741304371144
5e585dd09fb4700726f31d43,12,6,right,3,30,-0.5016217019452786
5e585dd09fb4700726f31d43,12,6,right,3,30,0.0
5e585dd09fb4700726f31d43,12,6,right,4,40,0.0
5e585dd09fb4700726f31d43,12,6,right,4,40,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,-0.6615729692613385
5ac48ded5cd1050001622c4a,20,10,left,1,10,-0.8317100164116327
5ac48ded5cd1050001622c4a,20,10,left,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,left,1,10,-0.5882741304371144
5ac48ded5cd1050001622c4a,20,10,left,2,20,0.0
5ac48ded5cd1050001622c4a,20,10,left,2,20,0.0
5ac48ded5cd1050001622c4a,20,10,left,2,20,-0.8317100164116327
5ac48ded5cd1050001622c4a,20,10,left,2,20,0.0
5ac48ded5cd1050001622c4a,20,10,left,2,20,-0.47585963017992616
5ac48ded5cd1050001622c4a,20,10,left,2,20,-0.30387252195414793
5ac48ded5cd1050001622c4a,20,10,left,3,30,2.248611072594899
5ac48ded5cd1050001622c4a,20,10,left,3,30,0.0
5ac48ded5cd1050001622c4a,20,10,left,3,30,0.0
5ac48ded5cd1050001622c4a,20,10,left,3,30,-0.263202821357132
5ac48ded5cd1050001622c4a,20,10,left,4,40,0.0
5ac48ded5cd1050001622c4a,20,10,left,4,40,1.9398829257918053
5ac48ded5cd1050001622c4a,20,10,center,1,10,1.105217049491539
5ac48ded5cd1050001622c4a,20,10,center,1,10,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,1,10,3.090232306167813
5ac48ded5cd1050001622c4a,20,10,center,1,10,1.8137214263960961
5ac48ded5cd1050001622c4a,20,10,center,1,10,2.771592942203438
5ac48ded5cd1050001622c4a,20,10,center,1,10,0.3661063568005697
5ac48ded5cd1050001622c4a,20,10,center,1,10,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,1,10,-0.6372787279287503
5ac48ded5cd1050001622c4a,20,10,center,2,20,3.090232306167813
5ac48ded5cd1050001622c4a,20,10,center,2,20,2.771592942203438
5ac48ded5cd1050001622c4a,20,10,center,2,20,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,2,20,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,2,20,3.5209596054632706
5ac48ded5cd1050001622c4a,20,10,center,2,20,1.0675705238781417
5ac48ded5cd1050001622c4a,20,10,center,3,30,2.771592942203438
5ac48ded5cd1050001622c4a,20,10,center,3,30,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,3,30,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,3,30,3.5209596054632706
5ac48ded5cd1050001622c4a,20,10,center,4,40,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,center,4,40,6.180464612335626
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.42671986758155145
5ac48ded5cd1050001622c4a,20,10,right,1,10,3.090232306167813
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.0
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.42671986758155145
5ac48ded5cd1050001622c4a,20,10,right,1,10,0.25582965106619243
5ac48ded5cd1050001622c4a,20,10,right,1,10,2.4157425559717316
5ac48ded5cd1050001622c4a,20,10,right,2,20,-0.30387252195414793
5ac48ded5cd1050001622c4a,20,10,right,2,20,0.0
5ac48ded5cd1050001622c4a,20,10,right,2,20,0.0
5ac48ded5cd1050001622c4a,20,10,right,2,20,0.5597021730203404
5ac48ded5cd1050001622c4a,20,10,right,2,20,3.090232306167813
5ac48ded5cd1050001622c4a,20,10,right,2,20,-0.5597021730203404
5ac48ded5cd1050001622c4a,20,10,right,3,30,0.0
5ac48ded5cd1050001622c4a,20,10,right,3,30,0.5597021730203404
5ac48ded5cd1050001622c4a,20,10,right,3,30,0.0
5ac48ded5cd1050001622c4a,20,10,right,3,30,3.090232306167813
5ac48ded5cd1050001622c4a,20,10,right,4,40,2.7414766106507686
5ac48ded5cd1050001622c4a,20,10,right,4,40,0.0
5f994d63dab1e6030839f627,20,20,left,1,10,0.18012719885325534
5f994d63dab1e6030839f627,20,20,left,1,10,3.764722056363895
5f994d63dab1e6030839f627,20,20,left,1,10,-0.536694266806244
5f994d63dab1e6030839f627,20,20,left,1,10,0.38750440651818285
5f994d63dab1e6030839f627,20,20,left,1,10,0.23391369400277406
5f994d63dab1e6030839f627,20,20,left,1,10,-0.9674215661017014
5f994d63dab1e6030839f627,20,20,left,1,10,0.0
5f994d63dab1e6030839f627,20,20,left,1,10,0.0
5f994d63dab1e6030839f627,20,20,left,2,20,2.122810740066112
5f994d63dab1e6030839f627,20,20,left,2,20,0.9236746488994918
5f994d63dab1e6030839f627,20,20,left,2,20,1.3489795003921634
5f994d63dab1e6030839f627,20,20,left,2,20,0.0
5f994d63dab1e6030839f627,20,20,left,2,20,1.0233313862327107
5f994d63dab1e6030839f627,20,20,left,2,20,2.122810740066112
5f994d63dab1e6030839f627,20,20,left,3,30,0.9236746488994918
5f994d63dab1e6030839f627,20,20,left,3,30,0.0
5f994d63dab1e6030839f627,20,20,left,3,30,3.764722056363895
5f994d63dab1e6030839f627,20,20,left,3,30,0.18012719885325534
5f994d63dab1e6030839f627,20,20,left,4,40,0.0
5f994d63dab1e6030839f627,20,20,left,4,40,3.764722056363895
5f994d63dab1e6030839f627,20,20,center,1,10,0.31863936396437514
5f994d63dab1e6030839f627,20,20,center,1,10,0.2794205977637242
5f994d63dab1e6030839f627,20,20,center,1,10,3.8549419799542006
5f994d63dab1e6030839f627,20,20,center,1,10,1.1503493803760079
5f994d63dab1e6030839f627,20,20,center,1,10,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,1,10,1.9853500226337368
5f994d63dab1e6030839f627,20,20,center,1,10,0.0
5f994d63dab1e6030839f627,20,20,center,1,10,0.0
5f994d63dab1e6030839f627,20,20,center,2,20,3.8549419799542006
5f994d63dab1e6030839f627,20,20,center,2,20,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,2,20,3.229942605049675
5f994d63dab1e6030839f627,20,20,center,2,20,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,2,20,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,2,20,1.9853500226337368
5f994d63dab1e6030839f627,20,20,center,3,30,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,3,30,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,3,30,3.229942605049675
5f994d63dab1e6030839f627,20,20,center,3,30,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,4,40,3.090232306167813
5f994d63dab1e6030839f627,20,20,center,4,40,3.229942605049675
5f994d63dab1e6030839f627,20,20,right,1,10,-0.25793194110854734
5f994d63dab1e6030839f627,20,20,right,1,10,0.0
5f994d63dab1e6030839f627,20,20,right,1,10,0.0
5f994d63dab1e6030839f627,20,20,right,1,10,0.0
5f994d63dab1e6030839f627,20,20,right,1,10,-0.6184795194855186
5f994d63dab1e6030839f627,20,20,right,1,10,0.0
5f994d63dab1e6030839f627,20,20,right,1,10,-2.4157425559717316
5f994d63dab1e6030839f627,20,20,right,1,10,-0.24897155260268566
5f994d63dab1e6030839f627,20,20,right,2,20,0.0
5f994d63dab1e6030839f627,20,20,right,2,20,-0.6184795194855186
5f994d63dab1e6030839f627,20,20,right,2,20,0.0
5f994d63dab1e6030839f627,20,20,right,2,20,-2.4157425559717316
5f994d63dab1e6030839f627,20,20,right,2,20,-0.6454363476267302
5f994d63dab1e6030839f627,20,20,right,2,20,0.0
5f994d63dab1e6030839f627,20,20,right,3,30,-0.44752313990491943
5f994d63dab1e6030839f627,20,20,right,3,30,-2.4157425559717316
5f994d63dab1e6030839f627,20,20,right,3,30,0.0
5f994d63dab1e6030839f627,20,20,right,3,30,-0.6454363476267302
5f994d63dab1e6030839f627,20,20,right,4,40,-2.4157425559717316
5f994d63dab1e6030839f627,20,20,right,4,40,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.37796576825192285
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.21869551036282642
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,2.659505006872356
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,-6.180464612335626
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,0.536694266806244
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,2.4673065829577254
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,1.0037630201732717
5f4e5c20db9d8a01d477ec50,12,1,left,2,20,0.536694266806244
5f4e5c20db9d8a01d477ec50,12,1,left,3,30,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,3,30,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,3,30,-0.19219842391463032
5f4e5c20db9d8a01d477ec50,12,1,left,3,30,0.17525387593660868
5f4e5c20db9d8a01d477ec50,12,1,left,4,40,0.0
5f4e5c20db9d8a01d477ec50,12,1,left,4,40,0.21869551036282642
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,0.6477310101740705
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,2.8368852030320135
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,2.9102199363751082
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,3.0164410323595403
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,center,1,10,0.7899130495518922
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,2.9102199363751082
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,2.659505006872356
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,0.0
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,3.090232306167813
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,1.4909351975535259
5f4e5c20db9d8a01d477ec50,12,1,center,2,20,0.8875581540854366
5f4e5c20db9d8a01d477ec50,12,1,center,3,30,0.33398237449092977
5f4e5c20db9d8a01d477ec50,12,1,center,3,30,3.090232306167813
5f4e5c20db9d8a01d477ec50,12,1,center,3,30,2.8368852030320135
5f4e5c20db9d8a01d477ec50,12,1,center,3,30,0.6477310101740705
5f4e5c20db9d8a01d477ec50,12,1,center,4,40,3.090232306167813
5f4e5c20db9d8a01d477ec50,12,1,center,4,40,0.5882741304371144
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,3.5209596054632706
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,3.5209596054632706
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,1,10,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,-0.9674215661017014
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,0.7190704940195008
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,3.5209596054632706
5f4e5c20db9d8a01d477ec50,12,1,right,2,20,2.122810740066112
5f4e5c20db9d8a01d477ec50,12,1,right,3,30,0.48367134164953385
5f4e5c20db9d8a01d477ec50,12,1,right,3,30,-0.8317100164116327
5f4e5c20db9d8a01d477ec50,12,1,right,3,30,0.0
5f4e5c20db9d8a01d477ec50,12,1,right,3,30,0.8614545985909148
5f4e5c20db9d8a01d477ec50,12,1,right,4,40,-0.47585963017992616
5f4e5c20db9d8a01d477ec50,12,1,right,4,40,0.0
5d488733da9cb60001aa5895,20,1,left,1,10,0.2073772076649275
5d488733da9cb60001aa5895,20,1,left,1,10,0.160599273774083
5d488733da9cb60001aa5895,20,1,left,1,10,0.0
5d488733da9cb60001aa5895,20,1,left,1,10,0.2073772076649275
5d488733da9cb60001aa5895,20,1,left,1,10,0.0
5d488733da9cb60001aa5895,20,1,left,1,10,0.0
5d488733da9cb60001aa5895,20,1,left,1,10,0.0
5d488733da9cb60001aa5895,20,1,left,1,10,0.0
5d488733da9cb60001aa5895,20,1,left,2,20,0.0
5d488733da9cb60001aa5895,20,1,left,2,20,0.0
5d488733da9cb60001aa5895,20,1,left,2,20,0.0
5d488733da9cb60001aa5895,20,1,left,2,20,0.0
5d488733da9cb60001aa5895,20,1,left,2,20,0.2073772076649275
5d488733da9cb60001aa5895,20,1,left,2,20,-6.180464612335626
5d488733da9cb60001aa5895,20,1,left,3,30,0.0
5d488733da9cb60001aa5895,20,1,left,3,30,0.0
5d488733da9cb60001aa5895,20,1,left,3,30,0.0
5d488733da9cb60001aa5895,20,1,left,3,30,0.0
5d488733da9cb60001aa5895,20,1,left,4,40,0.0
5d488733da9cb60001aa5895,20,1,left,4,40,0.3489449673302114
5d488733da9cb60001aa5895,20,1,center,1,10,-0.5066942062715996
5d488733da9cb60001aa5895,20,1,center,1,10,-0.22837058864285656
5d488733da9cb60001aa5895,20,1,center,1,10,4.310872655015163
5d488733da9cb60001aa5895,20,1,center,1,10,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,1,10,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,1,10,4.310872655015163
5d488733da9cb60001aa5895,20,1,center,1,10,-1.6832424671458286
5d488733da9cb60001aa5895,20,1,center,1,10,-0.5066942062715996
5d488733da9cb60001aa5895,20,1,center,2,20,4.310872655015163
5d488733da9cb60001aa5895,20,1,center,2,20,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,2,20,2.9760470118463846
5d488733da9cb60001aa5895,20,1,center,2,20,2.248611072594899
5d488733da9cb60001aa5895,20,1,center,2,20,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,2,20,2.4412806976946992
5d488733da9cb60001aa5895,20,1,center,3,30,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,3,30,2.248611072594899
5d488733da9cb60001aa5895,20,1,center,3,30,2.9760470118463846
5d488733da9cb60001aa5895,20,1,center,3,30,2.8368852030320135
5d488733da9cb60001aa5895,20,1,center,4,40,2.248611072594899
5d488733da9cb60001aa5895,20,1,center,4,40,2.9760470118463846
5d488733da9cb60001aa5895,20,1,right,1,10,0.0
5d488733da9cb60001aa5895,20,1,right,1,10,0.0
5d488733da9cb60001aa5895,20,1,right,1,10,2.4157425559717316
5d488733da9cb60001aa5895,20,1,right,1,10,0.0
5d488733da9cb60001aa5895,20,1,right,1,10,-0.6735951849421478
5d488733da9cb60001aa5895,20,1,right,1,10,0.0
5d488733da9cb60001aa5895,20,1,right,1,10,-0.16713148337683248
5d488733da9cb60001aa5895,20,1,right,1,10,-0.6735951849421478
5d488733da9cb60001aa5895,20,1,right,2,20,-0.6744897501960817
5d488733da9cb60001aa5895,20,1,right,2,20,-0.8992849707526592
5d488733da9cb60001aa5895,20,1,right,2,20,0.0
5d488733da9cb60001aa5895,20,1,right,2,20,0.0
5d488733da9cb60001aa5895,20,1,right,2,20,-3.090232306167813
5d488733da9cb60001aa5895,20,1,right,2,20,2.4157425559717316
5d488733da9cb60001aa5895,20,1,right,3,30,-0.6735951849421478
5d488733da9cb60001aa5895,20,1,right,3,30,0.0
5d488733da9cb60001aa5895,20,1,right,3,30,0.0
5d488733da9cb60001aa5895,20,1,right,3,30,-3.090232306167813
5d488733da9cb60001aa5895,20,1,right,4,40,0.1948121559208752
5d488733da9cb60001aa5895,20,1,right,4,40,0.0
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,0.0
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,1.1503493803760079
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,0.536694266806244
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,2.8368852030320135
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,1.1503493803760079
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,-0.2759319161347671
6016c8e7ea3f2387ae8b47d5,20,10,left,1,10,0.0
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,3.090232306167813
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,0.5882741304371144
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,0.0
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,0.536694266806244
6016c8e7ea3f2387ae8b47d5,20,10,left,2,20,0.6744897501960817
6016c8e7ea3f2387ae8b47d5,20,10,left,3,30,2.8368852030320135
6016c8e7ea3f2387ae8b47d5,20,10,left,3,30,-0.2759319161347671
6016c8e7ea3f2387ae8b47d5,20,10,left,3,30,0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,left,3,30,2.659505006872356
6016c8e7ea3f2387ae8b47d5,20,10,left,4,40,-0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,left,4,40,0.0
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.0
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,-0.38593645214015804
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.30387252195414793
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,2.8368852030320135
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.7266950006650084
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.7305923895356994
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.0
6016c8e7ea3f2387ae8b47d5,20,10,center,1,10,0.0
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,-0.25582965106619243
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,1.132695640151654
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,-0.6744897501960817
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,0.5882741304371144
6016c8e7ea3f2387ae8b47d5,20,10,center,2,20,0.7305923895356994
6016c8e7ea3f2387ae8b47d5,20,10,center,3,30,2.7968510740466197
6016c8e7ea3f2387ae8b47d5,20,10,center,3,30,2.4157425559717316
6016c8e7ea3f2387ae8b47d5,20,10,center,3,30,2.52428348423495
6016c8e7ea3f2387ae8b47d5,20,10,center,3,30,2.8368852030320135
6016c8e7ea3f2387ae8b47d5,20,10,center,4,40,2.4157425559717316
6016c8e7ea3f2387ae8b47d5,20,10,center,4,40,0.5016217019452786
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,2.659505006872356
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,0.9160813798933964
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-3.090232306167813
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-0.43072729929545744
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-0.7899130495518922
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-2.4157425559717316
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-3.090232306167813
6016c8e7ea3f2387ae8b47d5,20,10,right,1,10,-0.7899130495518922
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,0.0
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,0.0
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,0.9160813798933964
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,0.0
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,2.659505006872356
6016c8e7ea3f2387ae8b47d5,20,10,right,2,20,-2.4157425559717316
6016c8e7ea3f2387ae8b47d5,20,10,right,3,30,0.0
6016c8e7ea3f2387ae8b47d5,20,10,right,3,30,-3.090232306167813
6016c8e7ea3f2387ae8b47d5,20,10,right,3,30,0.29760186040787784
6016c8e7ea3f2387ae8b47d5,20,10,right,3,30,0.536694266806244
6016c8e7ea3f2387ae8b47d5,20,10,right,4,40,0.0
6016c8e7ea3f2387ae8b47d5,20,10,right,4,40,0.6671098272907108
5ebd676b0ee54a0379a10188,20,20,left,1,10,0.7579694996657851
5ebd676b0ee54a0379a10188,20,20,left,1,10,1.0809300499654875
5ebd676b0ee54a0379a10188,20,20,left,1,10,2.248611072594899
5ebd676b0ee54a0379a10188,20,20,left,1,10,1.0271198827296566
5ebd676b0ee54a0379a10188,20,20,left,1,10,0.6744897501960817
5ebd676b0ee54a0379a10188,20,20,left,1,10,-0.5882741304371144
5ebd676b0ee54a0379a10188,20,20,left,1,10,-3.090232306167813
5ebd676b0ee54a0379a10188,20,20,left,1,10,0.6744897501960817
5ebd676b0ee54a0379a10188,20,20,left,2,20,0.43993033197168663
5ebd676b0ee54a0379a10188,20,20,left,2,20,3.090232306167813
5ebd676b0ee54a0379a10188,20,20,left,2,20,0.6249993749045251
5ebd676b0ee54a0379a10188,20,20,left,2,20,-3.090232306167813
5ebd676b0ee54a0379a10188,20,20,left,2,20,3.006580572260684
5ebd676b0ee54a0379a10188,20,20,left,2,20,-0.3172207208648735
5ebd676b0ee54a0379a10188,20,20,left,3,30,3.090232306167813
5ebd676b0ee54a0379a10188,20,20,left,3,30,0.0
5ebd676b0ee54a0379a10188,20,20,left,3,30,1.0809300499654875
5ebd676b0ee54a0379a10188,20,20,left,3,30,0.7579694996657851
5ebd676b0ee54a0379a10188,20,20,left,4,40,0.0
5ebd676b0ee54a0379a10188,20,20,left,4,40,1.0809300499654875
5ebd676b0ee54a0379a10188,20,20,center,1,10,1.3489795003921634
5ebd676b0ee54a0379a10188,20,20,center,1,10,0.3470755653883284
5ebd676b0ee54a0379a10188,20,20,center,1,10,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,center,1,10,3.764722056363895
5ebd676b0ee54a0379a10188,20,20,center,1,10,0.9674215661017014
5ebd676b0ee54a0379a10188,20,20,center,1,10,0.8614545985909148
5ebd676b0ee54a0379a10188,20,20,center,1,10,1.3981488653971588
5ebd676b0ee54a0379a10188,20,20,center,1,10,0.43072729929545744
5ebd676b0ee54a0379a10188,20,20,center,2,20,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,center,2,20,3.090232306167813
5ebd676b0ee54a0379a10188,20,20,center,2,20,0.7579694996657851
5ebd676b0ee54a0379a10188,20,20,center,2,20,1.3981488653971588
5ebd676b0ee54a0379a10188,20,20,center,2,20,3.764722056363895
5ebd676b0ee54a0379a10188,20,20,center,2,20,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,center,3,30,3.090232306167813
5ebd676b0ee54a0379a10188,20,20,center,3,30,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,center,3,30,3.006580572260684
5ebd676b0ee54a0379a10188,20,20,center,3,30,3.764722056363895
5ebd676b0ee54a0379a10188,20,20,center,4,40,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,center,4,40,3.006580572260684
5ebd676b0ee54a0379a10188,20,20,right,1,10,-0.38593645214015804
5ebd676b0ee54a0379a10188,20,20,right,1,10,0.0
5ebd676b0ee54a0379a10188,20,20,right,1,10,-0.6744897501960817
5ebd676b0ee54a0379a10188,20,20,right,1,10,0.0
5ebd676b0ee54a0379a10188,20,20,right,1,10,0.35585038623170656
5ebd676b0ee54a0379a10188,20,20,right,1,10,2.4157425559717316
5ebd676b0ee54a0379a10188,20,20,right,1,10,0.8614545985909148
5ebd676b0ee54a0379a10188,20,20,right,1,10,0.35585038623170656
5ebd676b0ee54a0379a10188,20,20,right,2,20,0.0
5ebd676b0ee54a0379a10188,20,20,right,2,20,1.2154811803881707
5ebd676b0ee54a0379a10188,20,20,right,2,20,0.8875581540854366
5ebd676b0ee54a0379a10188,20,20,right,2,20,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,right,2,20,2.52428348423495
5ebd676b0ee54a0379a10188,20,20,right,2,20,2.4157425559717316
5ebd676b0ee54a0379a10188,20,20,right,3,30,1.2154811803881707
5ebd676b0ee54a0379a10188,20,20,right,3,30,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,right,3,30,2.9102199363751082
5ebd676b0ee54a0379a10188,20,20,right,3,30,2.52428348423495
5ebd676b0ee54a0379a10188,20,20,right,4,40,3.5209596054632706
5ebd676b0ee54a0379a10188,20,20,right,4,40,2.9102199363751082
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,0.1636998168573519
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,0.5597021730203404
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,0.5016217019452786
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,0.5967286843962881
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,6.180464612335626
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,-0.38593645214015804
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,0.0
5f330016a5e57f0d8ce4e77a,12,6,left,1,10,6.180464612335626
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,2.52428348423495
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,6.180464612335626
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,0.0
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,0.0
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,0.3551274914886525
5f330016a5e57f0d8ce4e77a,12,6,left,2,20,0.5016217019452786
5f330016a5e57f0d8ce4e77a,12,6,left,3,30,6.180464612335626
5f330016a5e57f0d8ce4e77a,12,6,left,3,30,0.0
5f330016a5e57f0d8ce4e77a,12,6,left,3,30,0.9864220406018918
5f330016a5e57f0d8ce4e77a,12,6,left,3,30,-0.2817157330940317
5f330016a5e57f0d8ce4e77a,12,6,left,4,40,0.0
5f330016a5e57f0d8ce4e77a,12,6,left,4,40,2.7414766106507686
5f330016a5e57f0d8ce4e77a,12,6,center,1,10,-0.8614545985909148
5f330016a5e57f0d8ce4e77a,12,6,center,1,10,0.8614545985909148
