"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","15","225629","0.0-15.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","-10","1623"
"echo-presentation","16","228348","0.0-16.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a0.wav","spherical","20","20","full","matched","0","-10","1591"
"echo-presentation","17","232053","0.0-17.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","10","2583"
"echo-presentation","18","235468","0.0-18.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","0","2303"
"echo-presentation","19","238282","0.0-19.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","0","1679"
"echo-presentation","20","241013","0.0-20.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","10","1696"
"echo-presentation","21","243824","0.0-21.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","0","1687"
"echo-presentation","22","247422","0.0-22.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","0","2424"
"echo-presentation","23","250491","0.0-23.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","0","1807"
"echo-presentation","24","253312","0.0-24.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","0","1647"
