"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset"
"pavlovia","0","11","0.0-0.0","5e4a86e5b26b054da51ab9cb","60242478c74f84097a222710","6024262340973609e79f30b4","Mozilla/5.0 (X11; CrOS x86_64 13505.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36","v1-up-stims","","","",""
"html-keyboard-response","1","1309","0.0-1.0","5e4a86e5b26b054da51ab9cb","60242478c74f84097a222710","6024262340973609e79f30b4","Mozilla/5.0 (X11; CrOS x86_64 13505.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36","v1-up-stims","1296.3550000022224","<div><h1>Welcome!</h1><p>Press any key to continue.</p></div>","32",""
"consent-form","2","55517","0.0-2.0","5e4a86e5b26b054da51ab9cb","60242478c74f84097a222710","6024262340973609e79f30b4","Mozilla/5.0 (X11; CrOS x86_64 13505.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36","v1-up-stims","","","",""
"keyset-select","3","100089","0.0-3.0","5e4a86e5b26b054da51ab9cb","60242478c74f84097a222710","6024262340973609e79f30b4","Mozilla/5.0 (X11; CrOS x86_64 13505.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.152 Safari/537.36","v1-up-stims","","","","left-hand"
