"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","74","519141","0.0-74.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-80.wav","spherical","20","10","half","matched","-80","-50","1970"
"echo-presentation","75","521052","0.0-75.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-50.wav","spherical","20","10","half","matched","-50","-50","956"
"echo-presentation","76","522920","0.0-76.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-60.wav","spherical","20","10","half","matched","-60","-50","957"
"echo-presentation","77","524623","0.0-77.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-80.wav","spherical","20","10","half","matched","-80","-50","838"
"echo-presentation","78","526264","0.0-78.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-50.wav","spherical","20","10","half","matched","-50","-50","795"
"echo-presentation","79","527931","0.0-79.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-40.wav","spherical","20","10","half","matched","-40","-50","840"
"echo-presentation","80","529670","0.0-80.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-60.wav","spherical","20","10","half","matched","-60","-50","934"
"echo-presentation","81","531491","0.0-81.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-80.wav","spherical","20","10","half","matched","-80","-50","934"
"echo-presentation","82","533360","0.0-82.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-50.wav","spherical","20","10","half","matched","-50","-50","980"
"echo-presentation","83","535138","0.0-83.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-80,-70,-60,-50,-40","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-80.wav","spherical","20","10","half","matched","-80","-50","958"
